TicketID,CustID,OrderID,ProductName,ProductCategory,CustFirstName,CustPhone,Status,IssueCategory,Issue,DateOpened,DateClosed,HoursTaken,FirstResponseTime,Replies,CustomerSatisfaction(%)
734,554,827,nibh in hac,Beauty & Personal Care,Mort,+1 478 634 6793,Open,Other,Nullam sit amet turpis elementum ligula vehicula consequat.,02:00.0,05:00.0,37.05,35,,
735,812,121,etiam,Beauty & Personal Care,Daniela,+1 907 162 2011,Open,Info,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",03:00.0,27:00.0,39.41,17,,
736,352,569,mi pede malesuada,Toys & Games,Mal,+1 971 829 5400,Open,Part missing,Pellentesque eget nunc.,25:00.0,46:00.0,15.34,26,,
737,41,974,morbi,Toys & Games,Laurens,+1 512 916 5237,Closed,Damaged product,Donec dapibus. Duis at velit eu est congue elementum.,56:00.0,46:00.0,57.84,36,,
738,237,908,pellentesque volutpat dui,Toys & Games,Janaye,+1 859 228 6970,Open,Different from product description,Maecenas ut massa quis augue luctus tincidunt.,40:00.0,00:00.0,14.34,32,,
739,376,922,nunc proin at,Books,Rickie,+1 571 678 1623,Open,Info,Nam tristique tortor eu pede.,42:00.0,49:00.0,57.11,18,,
740,151,700,urna,Grocery & Gourmet Food,Emmey,+1 570 675 1830,Open,Received the wrong product,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",15:00.0,08:00.0,30.89,38,,
741,646,735,tempor,Sports & Outdoors,Christie,+1 501 871 2080,Open,Part missing,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.,26:00.0,34:00.0,65.13,11,,
742,925,245,lectus vestibulum,Industrial & Scientific,Trixie,+1 605 418 9667,Open,Part missing,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",29:00.0,34:00.0,64.08,30,,
743,521,294,maecenas,Books,Tobin,+1 334 475 4871,Open,Info,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",34:00.0,,,36,,
744,686,696,amet consectetuer,Toys & Games,Alec,+1 317 712 3887,Closed,Received the wrong product,Maecenas pulvinar lobortis est. Phasellus sit amet erat.,02:00.0,14:00.0,59.21,16,,
745,359,718,porttitor,Clothing,Aymer,+1 727 876 9747,Open,Received the wrong product,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,16:00.0,46:00.0,27.49,25,,
746,234,421,magnis dis parturient,Household & Baby Care,Monty,+1 205 472 9122,Open,Other,Integer ac leo.,30:00.0,31:00.0,6.02,35,,
747,406,163,turpis integer,Toys & Games,Hal,+1 713 402 6730,Open,Damaged product,Morbi ut odio.,37:00.0,57:00.0,56.33,32,,
748,577,699,consequat varius integer,Electronics,Essa,+1 865 819 9341,Open,Different from product description,Ut at dolor quis odio consequat varius. Integer ac leo.,38:00.0,,,10,,
749,762,719,rhoncus,Sports & Outdoors,Ingra,+1 512 645 0588,Open,Damaged product,Phasellus sit amet erat.,42:00.0,,,24,,
750,512,751,ipsum praesent,Toys & Games,Angelico,+1 310 722 7979,Open,Different from product description,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.,22:00.0,47:00.0,70.42,41,,
751,504,508,ac,Appliances,Milena,+1 608 827 9957,Open,Info,Ut at dolor quis odio consequat varius.,04:00.0,09:00.0,22.07,38,,
752,403,712,pede ac diam,Clothing,Augie,+1 937 278 9603,Open,Part missing,Donec semper sapien a libero.,25:00.0,,,40,,
753,469,193,posuere,Toys & Games,Dory,+1 202 427 1530,Closed,Received the wrong product,Duis bibendum.,36:00.0,33:00.0,30.95,18,,
754,917,234,massa tempor,Shoes and Jewelry,Jillene,+1 443 353 9199,Open,Damaged product,Etiam faucibus cursus urna. Ut tellus.,33:00.0,12:00.0,60.66,22,,
755,408,937,ullamcorper purus,Computers,Jamie,+1 314 625 9953,Open,Received the wrong product,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.,07:00.0,46:00.0,24.66,40,,
756,268,277,pede malesuada,Books,Amanda,+1 918 927 5215,Open,Part missing,Duis mattis egestas metus.,26:00.0,01:00.0,29.58,7,,
757,275,655,eu est congue,Computers,Brittaney,+1 317 656 9810,Open,Damaged product,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",56:00.0,40:00.0,64.73,27,,
758,76,363,nibh,Books,Major,+1 813 950 1520,Open,Damaged product,Aenean lectus.,45:00.0,37:00.0,28.86,18,,
759,257,30,metus aenean,Cell Phones & Accessories,Minetta,+1 573 271 8625,Closed,Damaged product,Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,15:00.0,22:00.0,29.11,20,,
760,598,731,tempus semper est,Shoes and Jewelry,Rodrique,+1 815 440 2502,Closed,Part missing,Cras pellentesque volutpat dui.,02:00.0,42:00.0,18.68,27,,
761,671,177,mi sit,Home & Kitchen,Kalina,+1 952 110 2567,Open,Received the wrong product,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",41:00.0,30:00.0,23.82,32,,
762,603,662,justo,Grocery & Gourmet Food,Werner,+1 513 275 9163,Open,Different from product description,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",10:00.0,49:00.0,68.65,24,,
763,947,98,felis ut at,Garden & Outdoor,Barnabe,+1 303 352 0879,Open,Part missing,Pellentesque viverra pede ac diam.,21:00.0,39:00.0,1.3,12,,
764,778,284,magnis dis parturient,Household & Baby Care,Obidiah,+1 360 675 2845,Open,Part missing,Duis mattis egestas metus.,03:00.0,02:00.0,23.98,44,,
765,829,225,in congue,Home & Kitchen,Hayes,+1 215 803 6256,Open,Different from product description,Vivamus vel nulla eget eros elementum pellentesque.,23:00.0,40:00.0,61.29,37,,
766,592,20,non quam,Cell Phones & Accessories,Maryjo,+1 304 379 3606,Closed,Damaged product,Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,53:00.0,42:00.0,51.82,23,,
767,307,430,turpis,Appliances,Jeramey,+1 402 453 5416,Open,Different from product description,Duis consequat dui nec nisi volutpat eleifend.,39:00.0,39:00.0,17,40,,
768,261,881,nibh,Household & Baby Care,Umberto,+1 337 130 2023,Open,Other,Vivamus tortor. Duis mattis egestas metus.,01:00.0,33:00.0,55.53,25,,
769,219,245,platea dictumst,Health,Vonnie,+1 407 255 3887,Closed,Other,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,24:00.0,02:00.0,51.62,24,,
770,169,526,turpis integer,Clothing,Berny,+1 229 347 4348,Open,Other,Nam tristique tortor eu pede.,13:00.0,15:00.0,28.04,36,,
771,124,251,lorem ipsum,Health,Jane,+1 305 636 1591,Open,Other,Cras non velit nec nisi vulputate nonummy.,33:00.0,14:00.0,33.68,11,,
772,93,533,quisque erat,Household & Baby Care,Hansiain,+1 513 206 0557,Open,Other,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",10:00.0,39:00.0,9.49,26,,
773,386,220,nulla,Clothing,Scot,+1 801 361 5698,Open,Damaged product,Proin risus.,33:00.0,,,15,,
774,263,180,non,Shoes and Jewelry,Dyana,+1 210 666 4308,Open,Different from product description,Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.,48:00.0,,,18,,
775,742,669,rhoncus,Computers,Cale,+1 713 273 9815,Open,Different from product description,Nulla ac enim.,20:00.0,39:00.0,65.33,11,,
776,943,387,blandit mi in,Computers,Courtnay,+1 605 258 6179,Open,Damaged product,Suspendisse accumsan tortor quis turpis.,31:00.0,47:00.0,69.27,34,,
777,715,578,faucibus,Household & Baby Care,Karlik,+1 601 507 3479,Open,Info,"Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",33:00.0,00:00.0,66.44,36,,
778,361,34,imperdiet nullam,Household & Baby Care,Jolene,+1 701 180 0616,Open,Other,Vivamus tortor.,07:00.0,46:00.0,17.66,12,,
779,173,770,congue vivamus,Toys & Games,Munmro,+1 215 558 6121,Open,Damaged product,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",22:00.0,03:00.0,43.68,9,,
780,127,620,nam dui proin,Toys & Games,Shae,+1 702 189 0462,Open,Damaged product,Integer non velit.,02:00.0,33:00.0,42.51,30,,
781,561,350,neque aenean,Appliances,Faye,+1 651 998 6335,Open,Info,Nulla facilisi.,05:00.0,25:00.0,45.33,8,,
782,540,235,a,Clothing,Vernor,+1 757 315 0879,Open,Other,Maecenas tincidunt lacus at velit.,23:00.0,07:00.0,60.73,34,,
783,340,522,duis bibendum,Home & Kitchen,Ferrel,+1 972 411 2756,Open,Other,Nullam porttitor lacus at turpis.,35:00.0,12:00.0,21.62,23,,
784,342,11,vivamus metus,Clothing,Rozalin,+1 801 864 2082,Open,Different from product description,Nam nulla.,57:00.0,11:00.0,24.23,11,,
785,991,925,tristique,Appliances,Siobhan,+1 214 968 7258,Open,Info,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.,28:00.0,57:00.0,65.49,9,,
786,732,740,nam,Toys & Games,Wren,+1 718 426 7978,Open,Different from product description,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",47:00.0,45:00.0,29.97,14,,
787,379,595,at diam nam,Books,Vallie,+1 301 479 5439,Open,Damaged product,Sed sagittis.,56:00.0,52:00.0,43.94,30,,
788,118,161,a suscipit nulla,Toys & Games,Curr,+1 571 634 2851,Open,Other,Nullam molestie nibh in lectus. Pellentesque at nulla.,28:00.0,21:00.0,22.88,22,,
789,802,616,posuere cubilia,Industrial & Scientific,Sunny,+1 713 113 8678,Open,Received the wrong product,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",26:00.0,39:00.0,26.23,36,,
790,496,256,erat,Toys & Games,Carlyle,+1 229 796 3689,Closed,Received the wrong product,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",42:00.0,53:00.0,33.18,29,,
791,618,301,gravida,Books,Grange,+1 760 397 8153,Open,Different from product description,Nullam porttitor lacus at turpis.,47:00.0,13:00.0,8.42,40,,
792,642,720,neque aenean,Toys & Games,Sophia,+1 763 959 0726,Closed,Damaged product,Mauris lacinia sapien quis libero.,04:00.0,45:00.0,22.68,42,,
793,44,392,odio porttitor,Beauty & Personal Care,Mallory,+1 804 316 4068,Open,Different from product description,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",11:00.0,54:00.0,18.72,17,,
794,242,486,mattis odio donec,Household & Baby Care,Felicle,+1 512 760 9335,Open,Other,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,07:00.0,42:00.0,39.57,12,,
795,323,726,mauris ullamcorper,Books,Stacee,+1 701 617 6466,Closed,Different from product description,Nullam molestie nibh in lectus. Pellentesque at nulla.,36:00.0,57:00.0,25.35,19,,
796,843,255,at nibh in,Electronics,Dorey,+1 720 867 3990,Closed,Part missing,Aliquam sit amet diam in magna bibendum imperdiet.,00:00.0,29:00.0,36.48,8,,
797,787,976,mauris,Computers,Rebe,+1 216 824 0252,Open,Part missing,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",23:00.0,09:00.0,59.77,29,,
798,538,795,nulla justo aliquam,Toys & Games,Catherine,+1 260 578 6703,Open,Part missing,Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.,49:00.0,37:00.0,26.8,18,,
799,685,288,aliquet ultrices erat,Electronics,Gianina,+1 832 747 6900,Closed,Info,Maecenas tincidunt lacus at velit.,12:00.0,21:00.0,63.15,13,,
800,524,76,morbi vestibulum,Clothing,Vail,+1 515 181 8076,Closed,Other,Pellentesque ultrices mattis odio. Donec vitae nisi.,38:00.0,04:00.0,70.43,41,,
801,29,464,vel augue vestibulum,Books,Aleksandr,+1 630 961 0367,Open,Different from product description,Duis mattis egestas metus. Aenean fermentum.,07:00.0,50:00.0,0.71,12,,
802,727,234,pede ullamcorper augue,Industrial & Scientific,Gael,+1 202 565 3396,Open,Damaged product,Integer a nibh.,39:00.0,45:00.0,25.11,31,,
803,425,688,montes nascetur ridiculus,Cell Phones & Accessories,Lyndell,+1 210 413 0902,Open,Part missing,Aliquam erat volutpat. In congue.,00:00.0,37:00.0,63.62,11,,
804,365,158,ac,Home & Kitchen,Vivyanne,+1 630 179 5479,Closed,Damaged product,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",54:00.0,31:00.0,32.63,43,,
805,4,869,imperdiet sapien urna,Industrial & Scientific,Trent,+1 305 963 8294,Open,Received the wrong product,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",49:00.0,27:00.0,14.64,30,,
806,871,239,pulvinar nulla,Household & Baby Care,Barr,+1 504 207 6626,Closed,Different from product description,Integer non velit.,15:00.0,18:00.0,33.06,35,,
807,73,795,vel,Computers,Bronnie,+1 704 490 3719,Open,Damaged product,Etiam vel augue.,54:00.0,51:00.0,70.94,34,,
808,934,726,duis at,Appliances,Joella,+1 502 155 0420,Open,Part missing,Nullam varius.,35:00.0,25:00.0,26.82,22,,
809,421,548,suspendisse,Health,Justina,+1 406 634 6246,Open,Different from product description,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",28:00.0,34:00.0,58.1,14,,
810,272,303,nisl duis,Electronics,Robinette,+1 713 958 8928,Open,Other,Suspendisse accumsan tortor quis turpis. Sed ante.,50:00.0,14:00.0,66.39,18,,
811,657,683,luctus et,Clothing,Nannette,+1 626 899 2869,Closed,Different from product description,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",39:00.0,10:00.0,5.52,33,,
812,444,380,gravida,Grocery & Gourmet Food,Georgiana,+1 202 473 5203,Closed,Other,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",23:00.0,50:00.0,25.45,14,,
813,192,177,rhoncus aliquet pulvinar,Sports & Outdoors,Ottilie,+1 971 219 9295,Open,Received the wrong product,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,38:00.0,22:00.0,71.74,20,,
814,972,602,id,Computers,Joceline,+1 615 714 4204,Closed,Damaged product,Aenean fermentum.,41:00.0,03:00.0,22.36,25,,
815,605,104,sed vestibulum,Cell Phones & Accessories,Dinny,+1 417 149 2847,Open,Info,Morbi ut odio.,22:00.0,19:00.0,35.94,23,,
816,262,137,erat nulla,Toys & Games,Fawn,+1 702 889 7134,Open,Different from product description,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",33:00.0,01:00.0,22.47,30,,
817,856,122,ac leo pellentesque,Sports & Outdoors,Arlene,+1 217 899 8987,Open,Received the wrong product,In eleifend quam a odio.,39:00.0,58:00.0,38.32,34,,
818,975,700,porttitor id,Toys & Games,Brit,+1 502 214 8090,Open,Other,Donec dapibus.,50:00.0,30:00.0,59.67,32,,
819,64,170,eu nibh quisque,Shoes and Jewelry,Cull,+1 212 558 0081,Open,Received the wrong product,Morbi ut odio.,39:00.0,24:00.0,71.75,33,,
820,606,217,consequat lectus,Home & Kitchen,Ambrosio,+1 217 927 3077,Open,Damaged product,Donec vitae nisi.,03:00.0,05:00.0,68.02,38,,
821,180,42,eu est congue,Appliances,Cathi,+1 202 452 8349,Open,Different from product description,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",07:00.0,37:00.0,65.5,13,,
822,649,433,fermentum justo,Computers,Corny,+1 402 895 8127,Open,Damaged product,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",22:00.0,44:00.0,44.38,16,,
823,824,301,tortor,Books,Jarrod,+1 360 360 7868,Open,Damaged product,Vivamus vestibulum sagittis sapien.,36:00.0,05:00.0,26.49,44,,
824,556,911,sociis natoque penatibus,Household & Baby Care,Saleem,+1 616 656 9715,Open,Different from product description,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",42:00.0,26:00.0,45.74,11,,
825,504,844,proin,Appliances,Milena,+1 608 827 9957,Open,Different from product description,Suspendisse potenti.,04:00.0,34:00.0,2.5,32,,
826,449,88,nec,Health,Werner,+1 910 164 5793,Open,Part missing,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",49:00.0,57:00.0,54.14,34,,
827,474,567,tempus semper est,Shoes and Jewelry,Sylvia,+1 337 839 1611,Open,Info,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,30:00.0,52:00.0,38.36,33,,
828,34,329,morbi sem mauris,Garden & Outdoor,Titus,+1 619 594 7295,Open,Damaged product,Nunc purus. Phasellus in felis.,08:00.0,35:00.0,29.46,11,,
829,774,561,morbi,Beauty & Personal Care,Jacquenetta,+1 847 358 0340,Open,Other,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",21:00.0,52:00.0,48.52,31,,
830,941,113,venenatis lacinia aenean,Household & Baby Care,Maurie,+1 919 722 0487,Open,Different from product description,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",30:00.0,55:00.0,55.41,40,,
831,846,587,quam fringilla rhoncus,Garden & Outdoor,Araldo,+1 404 109 5145,Open,Received the wrong product,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.,04:00.0,16:00.0,30.19,10,,
832,48,843,lectus,Garden & Outdoor,Park,+1 229 894 6380,Open,Part missing,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",05:00.0,21:00.0,39.27,8,,
833,313,744,nam,Electronics,Bart,+1 205 810 9935,Open,Received the wrong product,Curabitur at ipsum ac tellus semper interdum.,49:00.0,29:00.0,5.66,35,,
834,432,332,habitasse platea,Toys & Games,Malory,+1 315 199 2092,Open,Received the wrong product,Donec dapibus.,21:00.0,53:00.0,9.53,5,,
835,564,4,mauris sit,Shoes and Jewelry,Borg,+1 202 315 4397,Open,Other,Aenean auctor gravida sem.,09:00.0,37:00.0,1.46,14,,
836,319,685,rutrum ac lobortis,Grocery & Gourmet Food,Alleen,+1 317 419 2072,Open,Part missing,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.,09:00.0,20:00.0,42.19,30,,
837,755,903,penatibus et magnis,Appliances,Anne-corinne,+1 913 687 0689,Open,Part missing,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",47:00.0,40:00.0,71.88,31,,
838,70,886,lorem quisque,Beauty & Personal Care,Diane-marie,+1 404 900 9444,Closed,Other,Etiam faucibus cursus urna.,23:00.0,21:00.0,46.96,23,,
839,21,686,tristique fusce congue,Shoes and Jewelry,Althea,+1 619 347 7201,Open,Damaged product,Vivamus tortor.,29:00.0,28:00.0,63.98,38,,
840,276,126,dui proin leo,Home & Kitchen,Saundra,+1 614 543 1719,Closed,Received the wrong product,In eleifend quam a odio. In hac habitasse platea dictumst.,21:00.0,13:00.0,60.86,34,,
841,116,225,aliquam lacus morbi,Garden & Outdoor,Lin,+1 305 187 6865,Closed,Info,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",50:00.0,39:00.0,45.83,18,,
842,434,508,nisl ut volutpat,Shoes and Jewelry,Dalli,+1 404 732 7977,Closed,Received the wrong product,Proin at turpis a pede posuere nonummy.,47:00.0,54:00.0,54.12,14,,
843,461,220,pellentesque quisque porta,Household & Baby Care,Karee,+1 562 199 6287,Open,Damaged product,Integer a nibh.,26:00.0,31:00.0,56.08,42,,
844,471,742,quis,Appliances,Richy,+1 212 544 1344,Open,Info,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",13:00.0,27:00.0,17.23,19,,
845,229,84,ut,Toys & Games,Zorine,+1 614 945 1093,Open,Damaged product,Etiam faucibus cursus urna. Ut tellus.,06:00.0,43:00.0,34.61,26,,
846,383,145,convallis,Household & Baby Care,Morlee,+1 513 498 0880,Open,Info,Integer a nibh.,33:00.0,12:00.0,53.65,40,,
847,503,871,in,Books,Pierrette,+1 614 226 1722,Closed,Damaged product,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.,45:00.0,58:00.0,27.21,6,,
848,85,471,tempus,Electronics,Saw,+1 832 351 4491,Open,Part missing,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",59:00.0,50:00.0,4.86,26,,
849,675,399,penatibus,Clothing,Emmy,+1 571 838 3886,Open,Info,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",27:00.0,15:00.0,62.79,39,,
850,465,601,nam nulla,Computers,Danielle,+1 414 479 3857,Open,Received the wrong product,Praesent id massa id nisl venenatis lacinia.,02:00.0,29:00.0,63.44,26,,
851,87,958,pede,Books,Corine,+1 804 785 6390,Open,Info,Proin at turpis a pede posuere nonummy.,58:00.0,45:00.0,69.78,12,,
852,404,329,pellentesque,Electronics,Leontine,+1 512 411 1690,Open,Damaged product,Praesent blandit. Nam nulla.,08:00.0,27:00.0,43.31,33,,
853,196,90,sed,Garden & Outdoor,Jasmina,+1 408 217 9674,Closed,Other,In sagittis dui vel nisl. Duis ac nibh.,04:00.0,50:00.0,54.76,15,,
854,923,926,id mauris vulputate,Sports & Outdoors,Tadd,+1 203 219 5527,Open,Received the wrong product,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,04:00.0,32:00.0,67.47,26,,
855,372,980,platea,Appliances,Paulie,+1 202 723 5409,Open,Different from product description,Pellentesque ultrices mattis odio.,57:00.0,05:00.0,32.13,7,,
856,437,61,montes nascetur,Industrial & Scientific,Pat,+1 916 453 8630,Open,Damaged product,Praesent id massa id nisl venenatis lacinia.,33:00.0,30:00.0,12.94,28,,
857,711,698,platea dictumst morbi,Electronics,Trudy,+1 214 175 4752,Open,Other,Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.,58:00.0,47:00.0,26.8,10,,
858,881,143,ultricies,Books,Christal,+1 813 551 6936,Open,Damaged product,Sed ante. Vivamus tortor.,28:00.0,33:00.0,36.07,8,,
859,663,242,nulla elit ac,Clothing,Deidre,+1 401 925 0182,Open,Part missing,Nulla justo.,29:00.0,49:00.0,31.33,41,,
860,449,453,sagittis,Sports & Outdoors,Werner,+1 910 164 5793,Closed,Other,Vivamus tortor. Duis mattis egestas metus.,36:00.0,12:00.0,4.61,34,,
861,729,988,amet cursus id,Garden & Outdoor,Quintana,+1 405 494 8544,Open,Different from product description,Maecenas tincidunt lacus at velit.,34:00.0,59:00.0,70.41,28,,
862,111,72,vel pede,Industrial & Scientific,De,+1 912 214 6241,Open,Info,Proin eu mi.,42:00.0,36:00.0,34.9,14,,
863,27,751,ligula suspendisse ornare,Sports & Outdoors,Harmonia,+1 229 189 0536,Open,Different from product description,Ut tellus. Nulla ut erat id mauris vulputate elementum.,00:00.0,15:00.0,19.26,13,,
864,148,871,turpis integer,Clothing,Shelden,+1 304 466 7416,Closed,Other,Suspendisse accumsan tortor quis turpis.,01:00.0,04:00.0,46.05,12,,
865,771,586,ipsum aliquam non,Shoes and Jewelry,Parry,+1 303 277 8445,Open,Different from product description,In hac habitasse platea dictumst.,32:00.0,15:00.0,31.72,29,,
866,777,829,curabitur in,Appliances,Raf,+1 602 519 7231,Open,Info,Phasellus in felis.,41:00.0,26:00.0,36.74,34,,
867,831,656,proin,Clothing,Dusty,+1 210 316 4012,Open,Other,Duis at velit eu est congue elementum.,07:00.0,36:00.0,58.47,28,,
868,995,133,ipsum primis in,Industrial & Scientific,Rufus,+1 706 425 4312,Open,Info,Integer ac leo.,48:00.0,08:00.0,38.34,29,,
869,592,408,mauris morbi,Health,Maryjo,+1 304 379 3606,Open,Other,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.,11:00.0,04:00.0,60.88,24,,
870,989,1,ultrices,Computers,Essie,+1 719 182 3707,Open,Other,Praesent id massa id nisl venenatis lacinia.,28:00.0,47:00.0,30.32,32,,
871,722,322,cras in,Industrial & Scientific,Isabelita,+1 214 660 0409,Open,Part missing,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.,05:00.0,29:00.0,22.4,44,,
872,730,464,cras pellentesque,Electronics,Robyn,+1 202 388 2667,Open,Info,Nam nulla.,11:00.0,,,6,,
873,74,405,vulputate nonummy,Beauty & Personal Care,Iseabal,+1 785 833 3973,Closed,Damaged product,Curabitur in libero ut massa volutpat convallis.,37:00.0,13:00.0,29.6,6,,
874,794,884,in,Household & Baby Care,Lettie,+1 817 267 6693,Open,Other,Etiam justo. Etiam pretium iaculis justo.,45:00.0,57:00.0,16.21,40,,
875,65,438,ut nulla sed,Grocery & Gourmet Food,Gaultiero,+1 501 589 6867,Open,Part missing,Nulla tempus.,01:00.0,55:00.0,38.91,43,,
876,680,888,nulla,Household & Baby Care,Alys,+1 352 613 4893,Open,Info,Donec ut mauris eget massa tempor convallis.,56:00.0,19:00.0,46.38,44,,
877,200,180,cubilia curae,Household & Baby Care,Antonetta,+1 407 840 0616,Open,Part missing,Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.,25:00.0,25:00.0,25,40,,
878,467,577,scelerisque,Appliances,Gordy,+1 502 367 7360,Open,Part missing,Vivamus tortor. Duis mattis egestas metus.,25:00.0,56:00.0,3.52,8,,
879,386,694,mauris sit,Shoes and Jewelry,Scot,+1 801 361 5698,Open,Part missing,Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,50:00.0,34:00.0,16.72,13,,
880,137,362,ut,Toys & Games,Barnard,+1 513 367 0759,Open,Info,Morbi a ipsum. Integer a nibh.,53:00.0,44:00.0,13.85,22,,
881,691,569,ut nulla sed,Sports & Outdoors,Peadar,+1 330 101 4220,Open,Other,Duis at velit eu est congue elementum. In hac habitasse platea dictumst.,12:00.0,05:00.0,34.87,14,,
882,446,433,mi,Clothing,Carlos,+1 254 174 8495,Open,Other,Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,21:00.0,19:00.0,32.97,39,,
883,265,700,natoque penatibus et,Grocery & Gourmet Food,Gherardo,+1 217 510 2163,Open,Info,Duis aliquam convallis nunc.,02:00.0,09:00.0,5.11,36,,
884,719,944,dui,Health,Ellen,+1 502 580 5682,Open,Damaged product,Cras in purus eu magna vulputate luctus.,40:00.0,06:00.0,16.43,19,,
885,531,535,morbi,Toys & Games,Dulce,+1 817 580 1413,Open,Info,Duis bibendum.,45:00.0,31:00.0,41.77,21,,
886,328,912,dui maecenas tristique,Grocery & Gourmet Food,Rutledge,+1 814 431 9408,Open,Received the wrong product,In sagittis dui vel nisl. Duis ac nibh.,47:00.0,38:00.0,70.84,36,,
887,694,854,luctus et,Cell Phones & Accessories,Howard,+1 954 889 2056,Closed,Info,Curabitur convallis.,18:00.0,50:00.0,64.54,40,,
